Entity,Code,Day,Daily new confirmed cases of COVID-19,Daily new confirmed deaths due to COVID-19
Africa,,2021-10-01,17344,1192
Africa,,2021-10-02,6361,210
Africa,,2021-10-03,5455,237
Africa,,2021-10-04,4939,203
Africa,,2021-10-05,9000,326
Africa,,2021-10-06,12375,311
Africa,,2021-10-07,8063,326
Africa,,2021-10-08,6108,319
Africa,,2021-10-09,4792,177
Africa,,2021-10-10,4702,228
Africa,,2021-10-11,5316,204
Africa,,2021-10-12,5616,262
Africa,,2021-10-13,9688,265
Africa,,2021-10-14,6366,187
Africa,,2021-10-15,6019,232
Africa,,2021-10-16,4666,229
Africa,,2021-10-17,3983,194
Africa,,2021-10-18,6802,160
Africa,,2021-10-19,6054,240
Africa,,2021-10-20,4586,245
Africa,,2021-10-21,5700,249
Africa,,2021-10-22,4648,186
Africa,,2021-10-23,4015,195
Africa,,2021-10-24,3297,152
Africa,,2021-10-25,6701,186
Africa,,2021-10-26,5043,217
Africa,,2021-10-27,7609,282
Africa,,2021-10-28,5895,199
Africa,,2021-10-29,4911,167
Africa,,2021-10-30,3641,122
Africa,,2021-10-31,4084,135
Africa,,2021-11-01,4677,151
Africa,,2021-11-02,4850,184
Africa,,2021-11-03,5595,191
Africa,,2021-11-04,5001,195
Africa,,2021-11-05,10810,236
Africa,,2021-11-06,4408,163
Africa,,2021-11-07,3954,142
Africa,,2021-11-08,5370,145
Africa,,2021-11-09,5742,170
Africa,,2021-11-10,8986,223
Africa,,2021-11-11,5882,189
Africa,,2021-11-12,4896,171
Africa,,2021-11-13,4115,131
Africa,,2021-11-14,2979,82
Africa,,2021-11-15,5616,208
Africa,,2021-11-16,5371,192
Africa,,2021-11-17,4917,157
Africa,,2021-11-18,5037,174
Africa,,2021-11-19,4825,130
Africa,,2021-11-20,4004,126
Africa,,2021-11-21,4249,129
Africa,,2021-11-22,4243,137
Africa,,2021-11-23,5056,196
Africa,,2021-11-24,5838,167
Africa,,2021-11-25,5877,262
Africa,,2021-11-26,5730,121
Africa,,2021-11-27,5559,121
Africa,,2021-11-28,5573,72
Africa,,2021-11-29,6688,224
Africa,,2021-11-30,8181,143
Africa,,2021-12-01,13285,197
Africa,,2021-12-02,15939,152
Africa,,2021-12-03,21636,149
Africa,,2021-12-04,20430,98
Africa,,2021-12-05,14534,82
Africa,,2021-12-06,17160,201
Africa,,2021-12-07,20150,128
Africa,,2021-12-08,33732,160
Africa,,2021-12-09,32457,137
Africa,,2021-12-10,27097,119
Africa,,2021-12-11,32984,154
Africa,,2021-12-12,45379,110
Africa,,2021-12-13,17081,109
Africa,,2021-12-14,38980,199
Africa,,2021-12-15,47002,159
Africa,,2021-12-16,44313,145
Africa,,2021-12-17,41570,136
Africa,,2021-12-18,28193,139
Africa,,2021-12-19,29086,93
Africa,,2021-12-20,34469,295
Africa,,2021-12-21,35545,172
Africa,,2021-12-22,50937,230
Africa,,2021-12-23,55955,192
Africa,,2021-12-24,49308,190
Africa,,2021-12-25,41085,169
Africa,,2021-12-26,23634,147
Africa,,2021-12-27,32569,249
Africa,,2021-12-28,42630,196
Africa,,2021-12-29,48937,236
Africa,,2021-12-30,60523,301
Africa,,2021-12-31,52550,241
Africa,,2022-01-01,40559,183
Africa,,2022-01-02,23037,150
Africa,,2022-01-03,27514,253
Africa,,2022-01-04,58091,398
Africa,,2022-01-05,55236,287
Africa,,2022-01-06,57641,229
Africa,,2022-01-07,48460,343
Africa,,2022-01-08,42379,314
Africa,,2022-01-09,28697,259
Africa,,2022-01-10,31633,303
Africa,,2022-01-11,38467,327
Africa,,2022-01-12,39883,438
Africa,,2022-01-13,46602,344
Africa,,2022-01-14,40292,316
Africa,,2022-01-15,36976,382
Africa,,2022-01-16,17418,253
Africa,,2022-01-17,30200,405
Africa,,2022-01-18,26951,317
Africa,,2022-01-19,35229,230
Africa,,2022-01-20,49355,512
Africa,,2022-01-21,37422,350
Africa,,2022-01-22,41068,376
Africa,,2022-01-23,16482,281
Africa,,2022-01-24,26924,696
Africa,,2022-01-25,56070,260
Africa,,2022-01-26,33504,328
Africa,,2022-01-27,37504,389
Africa,,2022-01-28,28556,328
Africa,,2022-01-29,32972,392
Africa,,2022-01-30,16386,253
Africa,,2022-01-31,29410,324
Africa,,2022-02-01,27003,435
Africa,,2022-02-02,19647,408
Africa,,2022-02-03,31865,437
Africa,,2022-02-04,17563,162
Africa,,2022-02-05,22435,509
Africa,,2022-02-06,16589,221
Africa,,2022-02-07,15320,466
Africa,,2022-02-08,17353,577
Africa,,2022-02-09,21429,557
Africa,,2022-02-10,21034,420
Africa,,2022-02-11,18311,346
Africa,,2022-02-12,13909,405
Africa,,2022-02-13,11536,113
Africa,,2022-02-14,13865,455
Africa,,2022-02-15,13899,319
Africa,,2022-02-16,18127,319
Africa,,2022-02-17,17588,627
Africa,,2022-02-18,16751,526
Africa,,2022-02-19,9369,429
Africa,,2022-02-20,15250,223
Africa,,2022-02-21,11221,384
Africa,,2022-02-22,12999,202
Africa,,2022-02-23,13590,265
Africa,,2022-02-24,12339,177
Africa,,2022-02-25,12098,219
Africa,,2022-02-26,8749,158
Africa,,2022-02-27,8515,187
Africa,,2022-02-28,7746,282
Africa,,2022-03-01,7355,76
Africa,,2022-03-02,6736,124
Africa,,2022-03-03,6103,127
Africa,,2022-03-04,6862,74
Africa,,2022-03-05,7078,100
Africa,,2022-03-06,3424,46
Africa,,2022-03-07,3882,1096
Africa,,2022-03-08,15922,73
Africa,,2022-03-09,5184,97
Africa,,2022-03-10,17036,114
Africa,,2022-03-11,5402,60
Africa,,2022-03-12,10795,29
Africa,,2022-03-13,2495,48
Africa,,2022-03-14,2222,40
Africa,,2022-03-15,2943,19
Africa,,2022-03-16,4012,56
Africa,,2022-03-17,2502,90
Africa,,2022-03-18,13503,50
Africa,,2022-03-19,1995,26
Africa,,2022-03-20,1383,12
Africa,,2022-03-21,7285,111
Africa,,2022-03-22,5867,111
Africa,,2022-03-23,2335,48
Africa,,2022-03-24,14578,73
Africa,,2022-03-25,2571,21
Africa,,2022-03-26,1925,33
Africa,,2022-03-27,1483,12
Africa,,2022-03-28,5648,71
Africa,,2022-03-29,4248,176
Africa,,2022-03-30,50184,115
Africa,,2022-03-31,2794,26
Africa,,2022-04-01,612,8
Africa,,2022-04-02,428,11
Africa,,2022-04-03,4172,19
Africa,,2022-04-04,4954,67
Africa,,2022-04-05,8879,138
Africa,,2022-04-06,2532,6
Africa,,2022-04-07,2011,9
Africa,,2022-04-08,2145,12
Africa,,2022-04-09,1470,19
Africa,,2022-04-10,1140,6
Africa,,2022-04-11,4229,74
Africa,,2022-04-12,3284,109
Africa,,2022-04-13,2436,21
Africa,,2022-04-14,6299,16
Africa,,2022-04-15,2273,8
Africa,,2022-04-16,1484,7
Africa,,2022-04-17,1066,6
Africa,,2022-04-18,1061,39
Africa,,2022-04-19,6638,132
Africa,,2022-04-20,5219,21
Africa,,2022-04-21,5481,71
Africa,,2022-04-22,5163,14
Africa,,2022-04-23,4470,15
Africa,,2022-04-24,3379,9
Africa,,2022-04-25,3453,33
Africa,,2022-04-26,6462,36
Africa,,2022-04-27,6732,5
Africa,,2022-04-28,5005,8
Africa,,2022-04-29,5646,6
Africa,,2022-04-30,5899,3
Africa,,2022-05-01,5175,0
Africa,,2022-05-02,4863,10
Africa,,2022-05-03,4228,7
Africa,,2022-05-04,8650,84
Africa,,2022-05-05,10340,66
Africa,,2022-05-06,9782,39
Africa,,2022-05-07,9139,18
Africa,,2022-05-08,5876,13
Africa,,2022-05-09,4088,46
Africa,,2022-05-10,10633,79
Africa,,2022-05-11,11049,51
Africa,,2022-05-12,10766,22
Africa,,2022-05-13,9077,116
Africa,,2022-05-14,9062,9
Africa,,2022-05-15,4597,3
Africa,,2022-05-16,4514,45
Africa,,2022-05-17,6645,47
Africa,,2022-05-18,9984,114
Africa,,2022-05-19,1879,3
Africa,,2022-05-20,14529,51
Africa,,2022-05-21,5628,16
Africa,,2022-05-22,7948,11
Africa,,2022-05-23,2487,39
Africa,,2022-05-24,6832,66
Africa,,2022-05-25,7751,52
Africa,,2022-05-26,6190,51
Africa,,2022-05-27,5022,40
Africa,,2022-05-28,4689,14
Africa,,2022-05-29,2303,8
Africa,,2022-05-30,2872,32
Africa,,2022-05-31,6051,49
Africa,,2022-06-01,4779,36
Africa,,2022-06-02,6796,36
Africa,,2022-06-03,3749,38
Africa,,2022-06-04,3249,30
Africa,,2022-06-05,2980,9
Africa,,2022-06-06,2661,11
Africa,,2022-06-07,7877,95
Africa,,2022-06-08,4829,38
Africa,,2022-06-09,4424,25
Africa,,2022-06-10,5528,32
Africa,,2022-06-11,4396,15
Africa,,2022-06-12,2847,11
Africa,,2022-06-13,3186,32
Africa,,2022-06-14,9738,62
Africa,,2022-06-15,6682,40
Africa,,2022-06-16,6107,25
Africa,,2022-06-17,5380,20
Africa,,2022-06-18,3873,5
Africa,,2022-06-19,5273,27
Africa,,2022-06-20,3537,33
Africa,,2022-06-21,11549,54
Africa,,2022-06-22,7859,75
Africa,,2022-06-23,9316,35
Africa,,2022-06-24,6483,27
Africa,,2022-06-25,5619,22
Africa,,2022-06-26,3922,9
Africa,,2022-06-27,4546,20
Africa,,2022-06-28,9275,26
Africa,,2022-06-29,12261,50
Africa,,2022-06-30,9594,25
Africa,,2022-07-01,6117,41
Africa,,2022-07-02,5284,24
Africa,,2022-07-03,4435,13
Africa,,2022-07-04,2425,11
Africa,,2022-07-05,5458,52
Africa,,2022-07-06,19098,72
Africa,,2022-07-07,7052,40
Africa,,2022-07-08,4382,17
Africa,,2022-07-09,4337,15
Africa,,2022-07-10,2415,19
Africa,,2022-07-11,4663,13
Africa,,2022-07-12,23419,95
Africa,,2022-07-13,3596,27
Africa,,2022-07-14,5236,11
Africa,,2022-07-15,4725,20
Africa,,2022-07-16,3837,30
Africa,,2022-07-17,1447,10
Africa,,2022-07-18,5404,42
Africa,,2022-07-19,32465,170
Africa,,2022-07-20,2572,12
Africa,,2022-07-21,3136,16
Africa,,2022-07-22,1750,10
Africa,,2022-07-23,2115,5
Africa,,2022-07-24,1120,10
Africa,,2022-07-25,8830,34
Africa,,2022-07-26,16753,118
Albania,ALB,2020-03-09,2,
Albania,ALB,2020-03-10,8,
Albania,ALB,2020-03-11,2,1
Albania,ALB,2020-03-12,11,0
Albania,ALB,2020-03-13,10,0
Albania,ALB,2020-03-14,5,0
Albania,ALB,2020-03-15,4,0
Albania,ALB,2020-03-16,9,0
Albania,ALB,2020-03-17,4,0
Albania,ALB,2020-03-18,4,1
Albania,ALB,2020-03-19,5,0
Albania,ALB,2020-03-20,6,0
Albania,ALB,2020-03-21,6,0
Albania,ALB,2020-03-22,13,0
Albania,ALB,2020-03-23,15,2
Albania,ALB,2020-03-24,19,1
Albania,ALB,2020-03-25,23,0
Albania,ALB,2020-03-26,28,1
Albania,ALB,2020-03-27,12,2
Albania,ALB,2020-03-28,11,2
Albania,ALB,2020-03-29,15,0
Albania,ALB,2020-03-30,11,1
Albania,ALB,2020-03-31,20,4
Albania,ALB,2020-04-01,16,0
Albania,ALB,2020-04-02,18,1
Albania,ALB,2020-04-03,27,1
Albania,ALB,2020-04-04,29,3
Albania,ALB,2020-04-05,28,0
Albania,ALB,2020-04-06,16,1
Albania,ALB,2020-04-07,6,1
Albania,ALB,2020-04-08,17,0
Albania,ALB,2020-04-09,9,1
Albania,ALB,2020-04-10,7,0
Albania,ALB,2020-04-11,17,0
Albania,ALB,2020-04-12,13,0
Albania,ALB,2020-04-13,21,0
Albania,ALB,2020-04-14,8,1
Albania,ALB,2020-04-15,19,1
Albania,ALB,2020-04-16,24,1
Albania,ALB,2020-04-17,21,0
Albania,ALB,2020-04-18,9,0
Albania,ALB,2020-04-19,14,0
Albania,ALB,2020-04-20,22,0
Albania,ALB,2020-04-21,25,0
Albania,ALB,2020-04-22,25,1
Albania,ALB,2020-04-23,29,0
Albania,ALB,2020-04-24,15,0
Albania,ALB,2020-04-25,34,0
Albania,ALB,2020-04-26,14,1
Albania,ALB,2020-04-27,10,0
Albania,ALB,2020-04-28,14,2
Albania,ALB,2020-04-29,16,0
Albania,ALB,2020-04-30,7,1
Albania,ALB,2020-05-01,9,0
Albania,ALB,2020-05-02,7,0
Albania,ALB,2020-05-03,6,0
Albania,ALB,2020-05-04,8,0
Albania,ALB,2020-05-05,17,0
Albania,ALB,2020-05-06,12,0
Albania,ALB,2020-05-07,10,0
Albania,ALB,2020-05-08,8,0
Albania,ALB,2020-05-09,6,0
Albania,ALB,2020-05-10,12,0
Albania,ALB,2020-05-11,4,0
Albania,ALB,2020-05-12,4,0
Albania,ALB,2020-05-13,4,0
Albania,ALB,2020-05-14,18,0
Albania,ALB,2020-05-15,18,0
Albania,ALB,2020-05-16,17,0
Albania,ALB,2020-05-17,13,0
Albania,ALB,2020-05-18,2,0
Albania,ALB,2020-05-19,1,0
Albania,ALB,2020-05-20,15,0
Albania,ALB,2020-05-21,5,0
Albania,ALB,2020-05-22,12,0
Albania,ALB,2020-05-23,8,0
Albania,ALB,2020-05-24,9,1
Albania,ALB,2020-05-25,6,0
Albania,ALB,2020-05-26,25,1
Albania,ALB,2020-05-27,21,0
Albania,ALB,2020-05-28,26,0
Albania,ALB,2020-05-29,23,0
Albania,ALB,2020-05-30,23,0
Albania,ALB,2020-05-31,15,0
Albania,ALB,2020-06-01,6,0
Albania,ALB,2020-06-02,21,0
Albania,ALB,2020-06-03,20,0
Albania,ALB,2020-06-04,13,0
Albania,ALB,2020-06-05,15,0
Albania,ALB,2020-06-06,20,1
Albania,ALB,2020-06-07,14,0
Albania,ALB,2020-06-08,17,0
Albania,ALB,2020-06-09,36,0
Albania,ALB,2020-06-10,42,0
Albania,ALB,2020-06-11,44,1
Albania,ALB,2020-06-12,31,1
Albania,ALB,2020-06-13,48,0
Albania,ALB,2020-06-14,57,0
Albania,ALB,2020-06-15,69,0
Albania,ALB,2020-06-16,82,1
Albania,ALB,2020-06-17,50,1
Albania,ALB,2020-06-18,66,1
Albania,ALB,2020-06-19,50,3
Albania,ALB,2020-06-20,53,1
Albania,ALB,2020-06-21,71,1
Albania,ALB,2020-06-22,33,0
Albania,ALB,2020-06-23,52,1
Albania,ALB,2020-06-24,67,2
Albania,ALB,2020-06-25,78,2
Albania,ALB,2020-06-26,77,2
Albania,ALB,2020-06-27,61,2
Albania,ALB,2020-06-28,72,2
Albania,ALB,2020-06-29,64,3
Albania,ALB,2020-06-30,69,4
Albania,ALB,2020-07-01,45,3
Albania,ALB,2020-07-02,82,4
Albania,ALB,2020-07-03,90,3
Albania,ALB,2020-07-04,67,2
Albania,ALB,2020-07-05,74,2
Albania,ALB,2020-07-06,71,3
Albania,ALB,2020-07-07,74,2
Albania,ALB,2020-07-08,68,2
Albania,ALB,2020-07-09,82,0
Albania,ALB,2020-07-10,90,2
Albania,ALB,2020-07-11,93,4
Albania,ALB,2020-07-12,83,4
Albania,ALB,2020-07-13,117,2
Albania,ALB,2020-07-14,96,2
Albania,ALB,2020-07-15,85,4
Albania,ALB,2020-07-16,99,3
Albania,ALB,2020-07-17,55,3
Albania,ALB,2020-07-18,102,4
Albania,ALB,2020-07-19,82,1
Albania,ALB,2020-07-20,81,1
Albania,ALB,2020-07-21,119,4
Albania,ALB,2020-07-22,68,3
Albania,ALB,2020-07-23,108,3
Albania,ALB,2020-07-24,104,5
Albania,ALB,2020-07-25,67,6
Albania,ALB,2020-07-26,126,4
Albania,ALB,2020-07-27,117,6
Albania,ALB,2020-07-28,117,4
Albania,ALB,2020-07-29,108,2
Albania,ALB,2020-07-30,92,4
Albania,ALB,2020-07-31,79,3
Albania,ALB,2020-08-01,120,4
Albania,ALB,2020-08-02,123,5
Albania,ALB,2020-08-03,101,6
Albania,ALB,2020-08-04,130,4
Albania,ALB,2020-08-05,139,6
Albania,ALB,2020-08-06,127,6
Albania,ALB,2020-08-07,135,1
Albania,ALB,2020-08-08,124,4
Albania,ALB,2020-08-09,136,6
Albania,ALB,2020-08-10,125,1
Albania,ALB,2020-08-11,140,5
Albania,ALB,2020-08-12,141,3
Albania,ALB,2020-08-13,154,5
Albania,ALB,2020-08-14,146,6
Albania,ALB,2020-08-15,143,6
Albania,ALB,2020-08-16,120,3
Albania,ALB,2020-08-17,119,2
Albania,ALB,2020-08-18,155,2
Albania,ALB,2020-08-19,158,2
Albania,ALB,2020-08-20,155,4
Albania,ALB,2020-08-21,152,2
Albania,ALB,2020-08-22,156,5
Albania,ALB,2020-08-23,152,5
Albania,ALB,2020-08-24,178,4
Albania,ALB,2020-08-25,154,5
Albania,ALB,2020-08-26,168,4
Albania,ALB,2020-08-27,156,3
Albania,ALB,2020-08-28,112,5
Albania,ALB,2020-08-29,84,4
Albania,ALB,2020-08-30,101,5
Albania,ALB,2020-08-31,133,4
Albania,ALB,2020-09-01,93,6
Albania,ALB,2020-09-02,122,6
Albania,ALB,2020-09-03,116,5
Albania,ALB,2020-09-04,123,5
Albania,ALB,2020-09-05,135,6
Albania,ALB,2020-09-06,153,4
Albania,ALB,2020-09-07,151,3
Albania,ALB,2020-09-08,147,2
Albania,ALB,2020-09-09,151,1
Albania,ALB,2020-09-10,156,2
Albania,ALB,2020-09-11,161,3
Albania,ALB,2020-09-12,164,3
Albania,ALB,2020-09-13,168,4
Albania,ALB,2020-09-14,167,4
Albania,ALB,2020-09-15,152,2
Albania,ALB,2020-09-16,144,3
Albania,ALB,2020-09-17,132,4
Albania,ALB,2020-09-18,125,6
Albania,ALB,2020-09-19,153,5
Albania,ALB,2020-09-20,159,4
Albania,ALB,2020-09-21,150,2
Albania,ALB,2020-09-22,131,3
Albania,ALB,2020-09-23,121,3
Albania,ALB,2020-09-24,134,0
Albania,ALB,2020-09-25,124,3
Albania,ALB,2020-09-26,108,2
Albania,ALB,2020-09-27,106,2
Albania,ALB,2020-09-28,132,3
Albania,ALB,2020-09-29,127,4
Albania,ALB,2020-09-30,131,3
Albania,ALB,2020-10-01,157,1
Albania,ALB,2020-10-02,159,1
Albania,ALB,2020-10-03,152,3
Albania,ALB,2020-10-04,149,4
Albania,ALB,2020-10-05,144,4
Albania,ALB,2020-10-06,158,3
Albania,ALB,2020-10-07,162,4
Albania,ALB,2020-10-08,169,4
Albania,ALB,2020-10-09,167,2
Albania,ALB,2020-10-10,165,3
Albania,ALB,2020-10-11,168,4
Albania,ALB,2020-10-12,171,4
Albania,ALB,2020-10-13,182,5
Albania,ALB,2020-10-14,203,5
Albania,ALB,2020-10-15,257,5
Albania,ALB,2020-10-16,289,4
Albania,ALB,2020-10-17,273,5
Albania,ALB,2020-10-18,281,3
Albania,ALB,2020-10-19,295,3
Albania,ALB,2020-10-20,301,4
Albania,ALB,2020-10-21,297,4
Albania,ALB,2020-10-22,302,3
Albania,ALB,2020-10-23,306,4
Albania,ALB,2020-10-24,302,4
Albania,ALB,2020-10-25,299,4
Albania,ALB,2020-10-26,288,3
Albania,ALB,2020-10-27,284,7
Albania,ALB,2020-10-28,311,6
Albania,ALB,2020-10-29,275,6
Albania,ALB,2020-10-30,319,3
Albania,ALB,2020-10-31,241,7
Albania,ALB,2020-11-01,327,9
Albania,ALB,2020-11-02,321,9
Albania,ALB,2020-11-03,381,5
Albania,ALB,2020-11-04,396,4
Albania,ALB,2020-11-05,421,7
Albania,ALB,2020-11-06,489,6
Albania,ALB,2020-11-07,495,8
Albania,ALB,2020-11-08,501,2
Albania,ALB,2020-11-09,525,12
Albania,ALB,2020-11-10,563,8
Albania,ALB,2020-11-11,507,11
Albania,ALB,2020-11-12,410,8
Albania,ALB,2020-11-13,490,7
Albania,ALB,2020-11-14,532,7
Albania,ALB,2020-11-15,597,11
Albania,ALB,2020-11-16,602,8
Albania,ALB,2020-11-17,694,6
Albania,ALB,2020-11-18,711,9
Albania,ALB,2020-11-19,786,11
Albania,ALB,2020-11-20,836,15
Albania,ALB,2020-11-21,737,13
Albania,ALB,2020-11-22,565,14
Albania,ALB,2020-11-23,795,17
Albania,ALB,2020-11-24,744,19
Albania,ALB,2020-11-25,644,8
Albania,ALB,2020-11-26,656,10
Albania,ALB,2020-11-27,645,18
Albania,ALB,2020-11-28,545,16
Albania,ALB,2020-11-29,835,11
Albania,ALB,2020-11-30,557,12
Albania,ALB,2020-12-01,832,12
Albania,ALB,2020-12-02,705,17
Albania,ALB,2020-12-03,782,13
Albania,ALB,2020-12-04,801,18
Albania,ALB,2020-12-05,846,19
Albania,ALB,2020-12-06,840,16
Albania,ALB,2020-12-07,695,17
Albania,ALB,2020-12-08,753,14
Albania,ALB,2020-12-09,752,15
Albania,ALB,2020-12-10,873,14
Albania,ALB,2020-12-11,802,12
Albania,ALB,2020-12-12,879,12
Albania,ALB,2020-12-13,788,14
Albania,ALB,2020-12-14,661,13
Albania,ALB,2020-12-15,809,12
Albania,ALB,2020-12-16,637,12
Albania,ALB,2020-12-17,787,15
Albania,ALB,2020-12-18,580,11
Albania,ALB,2020-12-19,538,8
Albania,ALB,2020-12-20,461,14
Albania,ALB,2020-12-21,422,10
Albania,ALB,2020-12-22,389,13
Albania,ALB,2020-12-23,503,6
Albania,ALB,2020-12-24,510,8
Albania,ALB,2020-12-25,553,9
Albania,ALB,2020-12-26,375,9
Albania,ALB,2020-12-27,499,10
Albania,ALB,2020-12-28,318,11
Albania,ALB,2020-12-29,574,6
Albania,ALB,2020-12-30,581,4
Albania,ALB,2020-12-31,589,7
Albania,ALB,2021-01-01,0,0
Albania,ALB,2021-01-02,675,9
Albania,ALB,2021-01-03,447,3
Albania,ALB,2021-01-04,185,6
Albania,ALB,2021-01-05,660,11
Albania,ALB,2021-01-06,725,7
Albania,ALB,2021-01-07,697,6
Albania,ALB,2021-01-08,673,7
Albania,ALB,2021-01-09,655,3
Albania,ALB,2021-01-10,562,8
Albania,ALB,2021-01-11,376,6
Albania,ALB,2021-01-12,656,5
Albania,ALB,2021-01-13,707,4
Albania,ALB,2021-01-14,660,5
Albania,ALB,2021-01-15,641,4
Albania,ALB,2021-01-16,581,5
Albania,ALB,2021-01-17,474,7
Albania,ALB,2021-01-18,292,4
Albania,ALB,2021-01-19,586,6
Albania,ALB,2021-01-20,670,4
Albania,ALB,2021-01-21,678,5
Albania,ALB,2021-01-22,739,7
Albania,ALB,2021-01-23,786,7
Albania,ALB,2021-01-24,833,5
Albania,ALB,2021-01-25,538,9
Albania,ALB,2021-01-26,879,8
Albania,ALB,2021-01-27,876,7
Albania,ALB,2021-01-28,887,11
Albania,ALB,2021-01-29,896,8
Albania,ALB,2021-01-30,901,11
Albania,ALB,2021-01-31,876,11
Albania,ALB,2021-02-01,865,13
Albania,ALB,2021-02-02,942,5
Albania,ALB,2021-02-03,1007,6
Albania,ALB,2021-02-04,1052,14
Albania,ALB,2021-02-05,1089,15
Albania,ALB,2021-02-06,1130,13
Albania,ALB,2021-02-07,1124,14
Albania,ALB,2021-02-08,953,12
Albania,ALB,2021-02-09,1239,16
Albania,ALB,2021-02-10,1143,15
Albania,ALB,2021-02-11,1105,14
Albania,ALB,2021-02-12,1059,14
Albania,ALB,2021-02-13,1152,12
Albania,ALB,2021-02-14,1088,12
Albania,ALB,2021-02-15,775,12
Albania,ALB,2021-02-16,801,15
Albania,ALB,2021-02-17,1075,18
Albania,ALB,2021-02-18,1112,17
Albania,ALB,2021-02-19,1071,19
Albania,ALB,2021-02-20,1153,17
Albania,ALB,2021-02-21,1184,13
Albania,ALB,2021-02-22,1039,15
Albania,ALB,2021-02-23,1021,15
Albania,ALB,2021-02-24,1021,19
Albania,ALB,2021-02-25,986,21
Albania,ALB,2021-02-26,916,20
Albania,ALB,2021-02-27,986,19
Albania,ALB,2021-02-28,952,21
Albania,ALB,2021-03-01,764,20
Albania,ALB,2021-03-02,892,19
Albania,ALB,2021-03-03,851,21
Albania,ALB,2021-03-04,847,20
Albania,ALB,2021-03-05,780,21
Albania,ALB,2021-03-06,777,21
Albania,ALB,2021-03-07,819,21
Albania,ALB,2021-03-08,683,17
Albania,ALB,2021-03-09,629,13
Albania,ALB,2021-03-10,631,17
Albania,ALB,2021-03-11,602,16
Albania,ALB,2021-03-12,681,16
Albania,ALB,2021-03-13,698,12
Albania,ALB,2021-03-14,653,15
Albania,ALB,2021-03-15,543,15
Albania,ALB,2021-03-16,475,17
Albania,ALB,2021-03-17,446,15
Albania,ALB,2021-03-18,590,14
Albania,ALB,2021-03-19,494,16
Albania,ALB,2021-03-20,519,11
Albania,ALB,2021-03-21,659,4
Albania,ALB,2021-03-22,344,8
Albania,ALB,2021-03-23,303,11
Albania,ALB,2021-03-24,448,15
Albania,ALB,2021-03-25,472,13
Albania,ALB,2021-03-26,449,8
Albania,ALB,2021-03-27,425,12
Albania,ALB,2021-03-28,493,6
Albania,ALB,2021-03-29,285,6
Albania,ALB,2021-03-30,304,11
Albania,ALB,2021-03-31,434,8
Albania,ALB,2021-04-01,349,6
Albania,ALB,2021-04-02,336,6
Albania,ALB,2021-04-03,341,9
Albania,ALB,2021-04-04,348,9
Albania,ALB,2021-04-05,264,9
Albania,ALB,2021-04-06,141,9
Albania,ALB,2021-04-07,256,8
Albania,ALB,2021-04-08,317,6
Albania,ALB,2021-04-09,286,7
Albania,ALB,2021-04-10,360,6
Albania,ALB,2021-04-11,238,7
Albania,ALB,2021-04-12,125,4
Albania,ALB,2021-04-13,234,5
Albania,ALB,2021-04-14,207,5
Albania,ALB,2021-04-15,169,4
Albania,ALB,2021-04-16,179,2
Albania,ALB,2021-04-17,149,3
Albania,ALB,2021-04-18,138,2
Albania,ALB,2021-04-19,100,5
Albania,ALB,2021-04-20,148,6
Albania,ALB,2021-04-21,138,5
Albania,ALB,2021-04-22,134,6
Albania,ALB,2021-04-23,156,3
Albania,ALB,2021-04-24,139,5
Albania,ALB,2021-04-25,128,6
Albania,ALB,2021-04-26,69,1
Albania,ALB,2021-04-27,130,4
Albania,ALB,2021-04-28,123,3
Albania,ALB,2021-04-29,118,3
Albania,ALB,2021-04-30,108,5
Albania,ALB,2021-05-01,100,2
Albania,ALB,2021-05-02,53,1
Albania,ALB,2021-05-03,38,2
Albania,ALB,2021-05-04,51,3
Albania,ALB,2021-05-05,92,1
Albania,ALB,2021-05-06,91,3
Albania,ALB,2021-05-07,67,2
Albania,ALB,2021-05-08,89,3
Albania,ALB,2021-05-09,57,1
Albania,ALB,2021-05-10,30,4
Albania,ALB,2021-05-11,50,4
Albania,ALB,2021-05-12,42,3
Albania,ALB,2021-05-13,45,3
Albania,ALB,2021-05-14,49,1
Albania,ALB,2021-05-15,39,2
Albania,ALB,2021-05-16,37,3
Albania,ALB,2021-05-17,17,3
Albania,ALB,2021-05-18,39,1
Albania,ALB,2021-05-19,24,2
Albania,ALB,2021-05-20,23,2
Albania,ALB,2021-05-21,35,1
Albania,ALB,2021-05-22,23,1
Albania,ALB,2021-05-23,33,2
Albania,ALB,2021-05-24,6,1
Albania,ALB,2021-05-25,14,2
Albania,ALB,2021-05-26,15,0
Albania,ALB,2021-05-27,20,0
Albania,ALB,2021-05-28,21,1
Albania,ALB,2021-05-29,12,1
Albania,ALB,2021-05-30,12,1
Albania,ALB,2021-05-31,6,1
Albania,ALB,2021-06-01,22,0
Albania,ALB,2021-06-02,14,0
Albania,ALB,2021-06-03,9,0
Albania,ALB,2021-06-04,12,0
Albania,ALB,2021-06-05,2,0
Albania,ALB,2021-06-06,5,0
Albania,ALB,2021-06-07,5,1
Albania,ALB,2021-06-08,13,0
Albania,ALB,2021-06-09,18,0
Albania,ALB,2021-06-10,11,0
Albania,ALB,2021-06-11,11,1
Albania,ALB,2021-06-12,12,0
Albania,ALB,2021-06-13,10,0
Albania,ALB,2021-06-14,2,0
Albania,ALB,2021-06-15,8,1
Albania,ALB,2021-06-16,7,0
Albania,ALB,2021-06-17,5,0
